0.9,0.1,,,,,
0.91,0.09,,,,,
1.0,,,,,,
0.9,0.1,,,,,
0.07,0.93,,,,,
1.0,,,,,,
0.89,0.11,,,,,
0.1,0.9,,,,,
0.02,0.01,0.01,0.67,0.01,0.12,0.16
0.01,0.08,0.91,,,,
0.9,0.1,,,,,
0.08,0.92,,,,,
0.1,0.9,,,,,
0.91,0.09,,,,,
0.11,0.89,,,,,
0.01,0.85,0.12,0.01,0.01,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.08,0.92,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.71,0.12,0.01,0.14,0.01,0.01,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.01,0.96,0.02,0.01,,,
0.11,0.89,,,,,
0.07,0.93,,,,,
0.09,0.91,,,,,
1.0,,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.93,0.07,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.92,0.08,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.91,0.09,,,,,
0.9,0.1,,,,,
0.08,0.92,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.91,0.09,,,,,
0.9,0.1,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.93,0.07,,,,,
0.9,0.1,,,,,
0.08,0.92,,,,,
0.9,0.1,,,,,
0.81,0.1,0.09,,,,
0.88,0.12,,,,,
0.91,0.09,,,,,
0.91,0.09,,,,,
0.09,0.91,,,,,
0.91,0.09,,,,,
0.09,0.91,,,,,
0.26,0.5800000000000001,0.01,0.12,0.01,0.01,
0.09,0.91,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.07,0.93,,,,,
0.91,0.09,,,,,
0.91,0.09,,,,,
0.92,0.08,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.05,0.95,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.89,0.11,,,,,
0.1,0.9,,,,,
1.0,,,,,,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.92,0.08,,,,,
0.08,0.92,,,,,
0.91,0.01,0.08,,,,
0.92,0.08,,,,,
0.9,0.1,,,,,
0.89,0.11,,,,,
0.9,0.1,,,,,
0.08,0.92,,,,,
0.91,0.09,,,,,
0.9,0.1,,,,,
0.92,0.08,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
1.0,,,,,,
0.1,0.9,,,,,
0.92,0.08,,,,,
0.08,0.92,,,,,
0.92,0.08,,,,,
0.89,0.11,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.92,0.08,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.11,0.89,,,,,
0.9,0.1,,,,,
0.07,0.93,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.92,0.08,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.89,0.11,,,,,
0.09,0.91,,,,,
0.91,0.09,,,,,
0.91,0.09,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.89,0.11,,,,,
0.07,0.93,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.1,0.9,,,,,
0.91,0.09,,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.11,0.89,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.91,0.09,,,,,
0.1,0.9,,,,,
0.92,0.08,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
0.07,0.93,,,,,
0.91,0.09,,,,,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.92,0.08,,,,,
0.1,0.9,,,,,
0.9,0.1,,,,,
0.9,0.1,,,,,
1.0,,,,,,
0.09,0.91,,,,,
0.07,0.92,0.01,,,,
0.09,0.91,,,,,
0.1,0.9,,,,,
0.09,0.91,,,,,
0.09,0.91,,,,,
0.9,0.1,,,,,
0.1,0.9,,,,,
